Sentence ID,Sentence,Valence,Arousal,Dominance,Sentiment Label,# Words Found,Found Words,All Words
88,"I'll get like one of those little--
Ses03F_impro07_F029 [157.7525-161.5600]: Yeah.",6.3825,3.7350000000000003,5.6675,positive,4 out of 5,"['get', 'like', 'one', 'little']","['get', 'like', 'one', 'little', 'yeah']"
89,Those little-- --mattresses.,5.825,3.825,5.675,neutral,2 out of 2,"['little', 'mattress']","['little', 'mattress']"
90,I'll put it by my bed.,6.125,3.4299999999999997,6.335000000000001,positive,2 out of 2,"['put', 'bed']","['put', 'bed']"
91,Ses03F_impro07_M027 [158.3319-159.5033]: -drunk.,4.06,5.05,2.94,neutral,1 out of 1,['drunk'],['drunk']
92,"Ses03F_impro07_M028 [161.0689-163.7621]: No, I'll sleep in your bed.",7.1899999999999995,3.3,6.015000000000001,positive,2 out of 2,"['sleep', 'bed']","['sleep', 'bed']"
93,Cuddle up.,7.6,3.83,6.65,positive,1 out of 1,['cuddle'],['cuddle']
94,"Ses03F_impro07_F030 [162.6892-168.1304]: Oh, I don't think so.",3.3200000000000003,6.25,3.5,negative,1 out of 2,['neg-think'],"['oh', 'think']"
95,Hmm-mm.,N/A,N/A,N/A,N/A,0,N/A,[]
96,No.,N/A,N/A,N/A,N/A,0,N/A,[]
97,Ses03F_impro07_M029 [165.9846-167.3093]: Uh-oh.,N/A,N/A,N/A,N/A,0,N/A,[]
98,Ses03F_impro07_F031 [168.3494-171.4587]: That's going to--that'll be reserved for somebody else.,6.23,4.51,5.445,positive,2 out of 4,"['go', 'reserve']","['go', 'reserve', 'somebody', 'else']"
99,"Ses03F_impro07_M030 [171.1083-175.6950]: Oh, hey.",N/A,N/A,N/A,N/A,0,N/A,"['oh', 'hey']"
100,Freshman slut.,3.8,4.89,3.84,negative,2 out of 2,"['freshman', 'slut']","['freshman', 'slut']"
101,That's you gona need.,5.45,3.67,5.06,neutral,1 out of 2,['need'],"['gona', 'need']"
102,Ses03F_impro07_F032 [171.6557-177.8524]: [LAUGHTER] Hello?,8.05,5.39,7.02,positive,1 out of 2,['laughter'],"['laughter', 'hello']"
103,I am not.,N/A,N/A,N/A,N/A,0,N/A,[]
104,"Ses03F_impro07_M031 [176.2977-179.0238]: That's what you got to be though, freshman year.",5.63,3.6066666666666665,5.08,neutral,3 out of 4,"['get', 'freshman', 'year']","['get', 'though', 'freshman', 'year']"
105,"Ses03F_impro07_F033 [178.1699-180.8225]: No, I don't.",N/A,N/A,N/A,N/A,0,N/A,[]
106,I'm not like that.,2.5599999999999996,5.6,3.7199999999999998,negative,1 out of 1,['neg-like'],['like']
107,Ses03F_impro07_M032 [179.1661-180.2391]: Yeah.,N/A,N/A,N/A,N/A,0,N/A,['yeah']
108,"Ses03F_impro07_M033 [180.5347-182.2754]: Well, get used to it.",5.635,3.93,5.325,neutral,2 out of 3,"['get', 'use']","['well', 'get', 'use']"
109,Ses03F_impro07_F034 [181.6076-184.0490]: [LAUGHTER].,8.05,5.39,7.02,positive,1 out of 1,['laughter'],['laughter']
110,"No, you'd get used to it.",5.635,3.93,5.325,neutral,2 out of 2,"['get', 'use']","['get', 'use']"
111,"Ses03F_impro07_M034 [183.7534-185.6803]: Hey, I'm already getting used to it.",5.635,3.93,5.325,neutral,2 out of 4,"['get', 'use']","['hey', 'already', 'get', 'use']"
112,Ses03F_impro07_F035 [190.1909-192.1616]: [LAUGHTER].,8.05,5.39,7.02,positive,1 out of 1,['laughter'],['laughter']
113,"Oh, Joe, I'm so happy.",8.47,6.05,7.21,positive,1 out of 3,['happy'],"['oh', 'joe', 'happy']"
114,"Ses03F_impro07_M035 [191.7127-194.0118]: Me too, Isabella.",N/A,N/A,N/A,N/A,0,N/A,['isabella']
